features,n_features,accuracy
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",6,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",6,0.75
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.745
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled",3,0.745
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.745
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled",4,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.745
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.745
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled",5,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.745
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.745
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.745
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled",4,0.745
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",5,0.745
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.74
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.74
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.74
"spike_prom_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.74
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.74
"spike_prom_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",3,0.74
"spike_prom_mean, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.735
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.735
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.735
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.735
"spike_prom_mean, raw_derivative_skew, spike_prom_skew_scaled",3,0.735
"spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled",3,0.735
"spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled",3,0.735
"spike_prom_mean, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.735
"spike_prom_mean, spike_peak_mean, spike_prom_skew_scaled",3,0.735
"spike_prom_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",3,0.735
"spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.735
"spike_prom_mean, raw_derivative_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.735
"spike_prom_mean, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.735
"spike_prom_skew, spike_prom_mean_scaled",2,0.735
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.735
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.735
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_skew_scaled",4,0.735
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.735
"raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled",3,0.735
"spike_prom_mean, spike_prom_skew_scaled",2,0.735
"spike_prom_mean, raw_derivative_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.73
"spike_prom_mean, raw_derivative_skew, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.73
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean_scaled",4,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_skew_scaled",4,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled",5,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled",5,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean",4,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_peak_mean_scaled",5,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled",4,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew",3,0.715
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.715
"spike_prom_mean, spike_prom_skew, raw_derivative_skew_scaled",3,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled",4,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled",4,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_peak_mean_scaled",4,0.71
"spike_prom_mean, spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.71
"spike_prom_mean, spike_prom_skew, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.71
"spike_prom_mean, spike_prom_skew, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean",3,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.71
"spike_prom_mean, spike_prom_skew",2,0.71
"spike_prom_mean, spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.71
"spike_prom_mean, spike_prom_skew, spike_peak_mean_scaled",3,0.71
"spike_prom_mean, spike_prom_skew, spike_prom_skew_scaled",3,0.71
"raw_derivative_skew, spike_prom_skew, spike_prom_skew_scaled",3,0.585
"raw_derivative_skew, spike_prom_skew",2,0.585
"raw_derivative_skew, spike_prom_skew_scaled",2,0.585
"raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled",3,0.585
spike_prom_skew_scaled,1,0.585
"raw_derivative_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled",3,0.585
"raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.585
"raw_derivative_skew_scaled, spike_prom_skew_scaled",2,0.585
raw_derivative_skew,1,0.58
"raw_derivative_skew, raw_derivative_skew_scaled",2,0.58
"spike_prom_skew, spike_peak_mean, spike_peak_mean_scaled",3,0.57
"spike_prom_skew, spike_peak_mean",2,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.57
"spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled",3,0.57
"raw_derivative_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.57
"raw_derivative_skew, spike_prom_skew_scaled, spike_peak_mean_scaled",3,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled",4,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled",4,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_peak_mean_scaled",4,0.57
"spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled",3,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.57
"spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.57
"spike_prom_skew, raw_derivative_skew_scaled",2,0.57
"spike_prom_skew, spike_prom_skew_scaled",2,0.57
"spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.57
"spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.57
"raw_derivative_skew, spike_prom_skew, spike_peak_mean",3,0.57
spike_prom_skew,1,0.57
"spike_prom_skew, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.57
"spike_prom_skew, spike_peak_mean, raw_derivative_skew_scaled",3,0.57
"raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.565
"raw_derivative_skew, spike_prom_skew, spike_peak_mean_scaled",3,0.565
"raw_derivative_skew, spike_prom_skew, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.565
"raw_derivative_skew, spike_prom_skew, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.565
"spike_prom_skew, raw_derivative_skew_scaled, spike_peak_mean_scaled",3,0.56
"spike_prom_skew, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.56
"raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.555
"spike_prom_skew_scaled, spike_peak_mean_scaled",2,0.555
"raw_derivative_skew, spike_peak_mean, spike_prom_skew_scaled",3,0.555
"spike_prom_skew, spike_prom_skew_scaled, spike_peak_mean_scaled",3,0.555
"spike_prom_skew, spike_peak_mean_scaled",2,0.555
"raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",3,0.555
"raw_derivative_skew, spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.55
"raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.55
"spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled",3,0.54
"spike_peak_mean, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.54
"spike_peak_mean, spike_prom_skew_scaled",2,0.54
"spike_peak_mean, spike_prom_skew_scaled, spike_peak_mean_scaled",3,0.54
"raw_derivative_skew, spike_peak_mean_scaled",2,0.52
"raw_derivative_skew, raw_derivative_skew_scaled, spike_peak_mean_scaled",3,0.52
raw_derivative_skew_scaled,1,0.52
"raw_derivative_skew, spike_peak_mean, spike_peak_mean_scaled",3,0.495
"raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled",3,0.495
"raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.495
"raw_derivative_skew, spike_peak_mean",2,0.495
spike_peak_mean_scaled,1,0.47
spike_peak_mean,1,0.465
"spike_peak_mean, spike_peak_mean_scaled",2,0.465
"spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",3,0.465
"raw_derivative_skew_scaled, spike_peak_mean_scaled",2,0.465
"spike_peak_mean, raw_derivative_skew_scaled",2,0.465
